,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPA,Conversion Rate,CPM
387,781353,936,116371,35-39,F,10,7449,1.0,1.639999986,1,1.0,0.013424620754463686,1.639999986,1.639999986,100.0,0.22016377849375754
388,781354,936,116371,35-39,F,10,6424,1.0,0.529999971,1,,0.015566625155666251,0.529999971,0.0,0.0,0.08250310881070984
397,781811,936,116447,35-39,F,16,10186,1.0,1.230000019,1,1.0,0.0098173964264677,1.230000019,1.230000019,100.0,0.12075397791085804
399,781858,936,116455,30-34,M,20,3385,1.0,1.440000057,1,1.0,0.029542097488921712,1.440000057,1.440000057,100.0,0.42540622067946826
429,782862,936,116623,35-39,F,64,5912,1.0,1.559999943,1,1.0,0.016914749661705007,1.559999943,1.559999943,100.0,0.2638700850811908
440,950224,936,123464,40-44,M,20,2367,2.0,2.839999914,1,1.0,0.08449514152936206,1.419999957,2.839999914,50.0,1.1998309733840302
445,950495,936,123509,45-49,M,21,1909,1.0,0.980000019,1,,0.05238344683080147,0.980000019,0.0,0.0,0.5133577888947093
448,950537,936,123516,40-44,M,36,1884,1.0,1.409999967,1,,0.05307855626326964,1.409999967,0.0,0.0,0.7484076257961784
465,950878,936,123573,40-44,M,10,2967,1.0,1.5,1,1.0,0.03370407819346141,1.5,1.5,100.0,0.5055611729019212
474,951105,936,123611,45-49,M,16,5894,1.0,1.539999962,1,1.0,0.0169664065151001,1.539999962,1.539999962,100.0,0.26128265388530714
476,951202,936,123627,45-49,F,26,5307,3.0,4.289999962,2,1.0,0.05652911249293386,1.4299999873333331,4.289999962,33.33333333333333,0.8083663014885999
477,951225,936,123631,35-39,F,22,4621,2.0,3.25,1,1.0,0.04328067517853278,1.625,3.25,50.0,0.7033109716511577
479,951282,936,123641,35-39,F,16,5775,1.0,1.580000043,1,1.0,0.017316017316017316,1.580000043,1.580000043,100.0,0.2735930810389611
503,951715,936,123713,45-49,F,64,10677,5.0,7.269999981,1,,0.04682963379226374,1.4539999961999999,0.0,0.0,0.6809028735599887
504,951756,936,123720,35-39,F,22,2189,1.0,0.409999996,1,,0.04568296025582458,0.409999996,0.0,0.0,0.18730013522156236
505,951779,936,123723,45-49,F,27,3277,2.0,2.680000067,1,,0.061031431187061336,1.3400000335,0.0,0.0,0.8178211983521514
509,951837,936,123733,45-49,F,20,2077,1.0,1.50999999,1,1.0,0.04814636494944632,1.50999999,1.50999999,100.0,0.7270101059220029
510,951853,936,123736,30-34,F,20,529,,0.0,0,,0.0,0.0,0.0,0.0,0.0
513,951941,936,123750,30-34,F,28,2764,1.0,1.559999943,1,1.0,0.0361794500723589,1.559999943,1.559999943,100.0,0.5643994005065124
524,1121098,1178,144532,30-34,M,15,1267550,123.0,236.7699986,24,10.0,0.009703759220543567,1.924959338211382,23.676999860000002,8.130081300813007,0.18679341927340143
525,1121100,1178,144532,30-34,M,15,3052003,340.0,639.9499981,60,17.0,0.011140224960460392,1.8822058767647059,37.64411753529412,5.0,0.20968196889059415
526,1121101,1178,144532,30-34,M,15,29945,1.0,1.590000033,2,1.0,0.0033394556687259976,1.590000033,1.590000033,100.0,0.053097346234763726
528,1121104,1178,144533,30-34,M,16,2080666,202.0,360.1500015,40,21.0,0.009708429896965683,1.7829207995049503,17.150000071428572,10.396039603960396,0.17309361593835818
548,1121129,1178,144537,30-34,M,21,20618,1.0,2.099999905,2,1.0,0.004850130953535745,2.099999905,2.099999905,100.0,0.10185274541662624
574,1121196,1178,144552,30-34,M,28,1392288,206.0,358.5500029,31,7.0,0.014795789376910524,1.740533994660194,51.22142898571428,3.3980582524271843,0.2575257438834494
589,1121231,1178,144561,30-34,M,32,22256,1.0,1.659999967,1,1.0,0.004493170381020849,1.659999967,1.659999967,100.0,0.07458662684219985
659,1121361,1178,144584,35-39,M,27,685781,103.0,177.8899992,10,1.0,0.015019372073592007,1.7270873708737864,177.8899992,0.9708737864077669,0.2593976782675519
662,1121367,1178,144585,35-39,M,28,1447755,233.0,420.5799983,11,8.0,0.016093883288263555,1.805064370386266,52.5724997875,3.4334763948497855,0.290504953047995
664,1121369,1178,144585,35-39,M,28,826205,125.0,232.3700008,5,1.0,0.015129417033302872,1.8589600064,232.3700008,0.8,0.2812498118505698
706,1121452,1178,144599,40-44,M,16,1663441,205.0,359.4700001,17,6.0,0.012323851582352486,1.7535121956097561,59.91166668333333,2.9268292682926833,0.21610024046539672
736,1121527,1178,144611,40-44,M,29,741143,120.0,179.620001,4,1.0,0.01619120736484052,1.4968333416666666,179.620001,0.8333333333333334,0.24235539025532185
760,1121593,1178,144622,45-49,M,10,1177535,221.0,365.6600009,15,3.0,0.018768019634235925,1.6545701398190045,121.88666696666667,1.3574660633484164,0.31053004870343554
765,1121601,1178,144624,45-49,M,16,2286228,353.0,603.380002,16,7.0,0.015440279797115599,1.7092917903682718,86.19714314285714,1.9830028328611897,0.26391943498198783
766,1121602,1178,144624,45-49,M,16,915451,125.0,220.559999,6,1.0,0.013654471948799008,1.764479992,220.559999,0.8,0.24093042554981098
768,1121605,1178,144624,45-49,M,16,1228924,190.0,318.9700032,6,3.0,0.015460679423625872,1.6787894905263159,106.32333440000001,1.5789473684210527,0.2595522613277957
807,1121677,1178,144636,45-49,M,29,1391924,258.0,422.8400038,17,10.0,0.018535494754023926,1.6389147434108526,42.284000379999995,3.875968992248062,0.30378095628784324
812,1121691,1178,144639,45-49,M,32,932890,197.0,352.4499989,3,1.0,0.021117173514562274,1.7890862888324874,352.4499989,0.5076142131979695,0.37780445593799916
813,1121692,1178,144639,45-49,M,32,718359,147.0,264.5899997,4,1.0,0.020463305951481086,1.7999319707482995,264.5899997,0.6802721088435374,0.36832558609274757
860,1121814,1178,144659,30-34,F,27,2223278,421.0,612.3000032,38,13.0,0.0189360035047349,1.4543943068883611,47.10000024615385,3.0878859857482186,0.27540415692504494
865,1121819,1178,144660,30-34,F,28,1189509,268.0,375.7199963,7,3.0,0.02253030452060472,1.4019402847014926,125.23999876666666,1.1194029850746268,0.31586141534027906
867,1121824,1178,144661,30-34,F,29,1705246,295.0,429.4799981,23,10.0,0.017299556779491056,1.4558644003389831,42.94799981,3.389830508474576,0.2518580885690393
875,1121839,1178,144663,30-34,F,31,13911,1.0,1.730000019,1,1.0,0.007188555819135935,1.730000019,1.730000019,100.0,0.1243620170368773
884,1121856,1178,144666,30-34,F,63,1296189,212.0,343.2599944,14,4.0,0.016355639493931824,1.619150916981132,85.8149986,1.8867924528301887,0.26482248684412535
903,1121891,1178,144672,35-39,F,10,1025327,229.0,314.2999983,16,2.0,0.022334338216003283,1.3724890755458516,157.14999915,0.8733624454148471,0.3065363521101073
909,1121903,1178,144674,35-39,F,16,1247717,222.0,343.4199994,11,4.0,0.017792496215087238,1.5469369342342343,85.85499985,1.8018018018018018,0.2752386954734127
911,1121905,1178,144674,35-39,F,16,905699,161.0,234.6599982,4,1.0,0.017776325247129566,1.4575155167701863,234.6599982,0.6211180124223602,0.2590926987884496
929,1121962,1178,144684,35-39,F,27,1050947,230.0,350.5099957,6,1.0,0.021885023697674574,1.5239565030434783,350.5099957,0.43478260869565216,0.33351824183331796
938,1122004,1178,144691,35-39,F,63,579150,125.0,167.0499997,5,1.0,0.021583354916688252,1.3363999976,167.0499997,0.8,0.28843995458862126
949,1122043,1178,144697,40-44,F,10,947657,233.0,321.8700004,8,4.0,0.024586954984767696,1.3814163107296136,80.4675001,1.7167381974248928,0.33964820647132876
954,1122055,1178,144699,40-44,F,16,797234,170.0,243.7699978,4,1.0,0.021323726785360386,1.4339411635294117,243.7699978,0.5882352941176471,0.3057696959738295
969,1122112,1178,144709,40-44,F,27,1083259,276.0,390.2599992,11,,0.02547867130575421,1.413985504347826,0.0,0.0,0.36026471896379353
970,1122113,1178,144709,40-44,F,27,913929,245.0,340.4099993,7,2.0,0.026807334048925026,1.3894285685714285,170.20499965,0.8163265306122449,0.37246875774814014
983,1122154,1178,144716,40-44,F,63,597419,135.0,188.5100002,2,1.0,0.022597205646288452,1.3963703718518519,188.5100002,0.7407407407407408,0.3155406845112057
994,1122192,1178,144722,45-49,F,10,548250,137.0,201.6000042,5,1.0,0.02498860009119927,1.4715328773722627,201.6000042,0.7299270072992701,0.3677154659370725
995,1122193,1178,144722,45-49,F,10,1358324,346.0,465.0799981,8,2.0,0.025472567664268614,1.3441618442196532,232.53999905,0.5780346820809248,0.34239253528613206
1001,1122204,1178,144724,45-49,F,16,850337,198.0,287.690003,3,1.0,0.023284885874659104,1.4529798131313132,287.690003,0.5050505050505051,0.3383246912694614
1002,1122205,1178,144724,45-49,F,16,1015460,247.0,315.9000051,9,2.0,0.02432395170661572,1.2789473890688259,157.95000255,0.8097165991902834,0.3110905452701239
1003,1122209,1178,144725,45-49,F,18,890295,227.0,332.9899989,1,,0.025497166669474727,1.4669162947136563,0.0,0.0,0.37402209256482405
1020,1122253,1178,144732,45-49,F,25,449921,129.0,175.9700005,5,1.0,0.028671700142913977,1.3641085310077519,175.9700005,0.7751937984496124,0.3911131076344514
1022,1122257,1178,144733,45-49,F,26,669671,186.0,259.1799988,4,1.0,0.027774832716363707,1.393440853763441,259.1799988,0.5376344086021506,0.387025866134266
1025,1122262,1178,144734,45-49,F,27,1055017,265.0,380.6599952,16,2.0,0.025118078666030975,1.4364528120754718,190.3299976,0.7547169811320755,0.3608093473375311
1026,1122265,1178,144734,45-49,F,27,1428421,367.0,541.7000023,10,,0.02569270544188303,1.4760218046321527,0.0,0.0,0.37922993452210524
1027,1122266,1178,144734,45-49,F,27,1088027,272.0,409.5600026,9,4.0,0.02499937961098392,1.5057353036764707,102.39000065,1.4705882352941175,0.3764244845026824
1032,1122273,1178,144736,45-49,F,29,1097966,266.0,369.069997,16,8.0,0.02422661539610516,1.3874811917293233,46.133749625,3.007518796992481,0.3361397320135596
1033,1122274,1178,144736,45-49,F,29,526923,138.0,198.0899972,2,1.0,0.02618978484522406,1.4354347623188406,198.0899972,0.7246376811594203,0.37593727584485775
1035,1122277,1178,144736,45-49,F,29,854940,227.0,297.9100007,8,3.0,0.026551570870470442,1.3123788577092512,99.30333356666667,1.3215859030837005,0.34845720249374224
1041,1122304,1178,144741,45-49,F,63,1111156,282.0,402.3000026,5,,0.02537897468942255,1.4265957539007093,0.0,0.0,0.3620553753028378
1043,1122310,1178,144742,45-49,F,64,536457,136.0,193.6599991,2,1.0,0.02535151932028103,1.4239705816176471,193.6599991,0.7352941176470588,0.36099817711391596
1071,1314330,1178,179897,40-44,M,104,17559,1.0,1.49000001,1,1.0,0.005695085141522866,1.49000001,1.49000001,100.0,0.0848567691781992
1118,1314389,1178,179956,40-44,F,103,1114711,224.0,319.0000019,6,,0.020094894551143747,1.4241071513392856,0.0,0.0,0.2861728303569266
1123,1314394,1178,179961,40-44,F,108,1357386,223.0,323.0600071,10,1.0,0.016428635627595983,1.4486995834080718,323.0600071,0.4484304932735426,0.23800157589661305
1129,1314401,1178,179968,45-49,F,100,904907,195.0,279.219995,11,1.0,0.021549175771653883,1.4318974102564102,279.219995,0.5128205128205128,0.30856208980591376
1134,1314406,1178,179973,45-49,F,105,1118200,235.0,333.7499943,11,4.0,0.021015918440350563,1.4202127417021277,83.437498575,1.702127659574468,0.2984707514755858
1138,1314410,1178,179977,45-49,F,109,1129773,252.0,358.189997,13,2.0,0.02230536576816759,1.421388876984127,179.0949985,0.7936507936507936,0.3170459879993591
